~~~~~~~~~~~~~~~
Text File : monsname_kor.msbt
~~~~~~~~~~~~~~~
MONSNAME_000	알
TOKUSEIINFO_210	상대를 쓰러뜨리면 트레이너와의 유대감이 깊어져서 지우개굴닌자로 변한다. 물수리검이 강해진다.
TOKUSEIINFO_211	HP가 절반이 되면 셀들이 응원하러 달려와 퍼펙트폼으로 모습이 변한다.
TOKUSEIINFO_212	강철타입이나 독타입도 독 상태로 만들 수 있다.
TOKUSEIINFO_213	항상 비몽사몽 상태로 절대 깨지 않는다. 잠든 상태로 공격할 수 있다.
TOKUSEIINFO_214	상대에게 위압감을 줘서 이쪽을 향한 선제 기술을 사용할 수 없게 한다.
TOKUSEIINFO_215	상대가 쓰러뜨렸을 때 HP의 남은 양만큼 상대에게 데미지를 준다.
TOKUSEIINFO_216	누군가 춤 기술을 쓰면 자신도 이어서 춤 기술을 쓸 수 있다.
TOKUSEIINFO_217	같은 편 특수 기술의 위력을 올린다.
TOKUSEIINFO_218	상대로부터 받은 접촉하는 기술의 데미지를 반감시키지만 불꽃타입 기술의 데미지는 2배가 된다.
TOKUSEIINFO_219	상대를 놀라게 해서 이쪽을 향한 선제 기술을 사용할 수 없게 한다.
TOKUSEIINFO_220	포켓몬이 기절할 때마다 특수공격이 올라간다.
TOKUSEIINFO_221	공격으로 자신과 접촉한 상대의 스피드를 떨어뜨린다.
TOKUSEIINFO_222	쓰러진 같은 편의 특성을 이어받아 같은 특성이 된다.
TOKUSEIINFO_223	쓰러진 같은 편의 특성을 이어받아 같은 특성으로 바뀐다.
TOKUSEIINFO_224	상대를 기절시켰을 때 자신의 가장 높은 능력이 올라간다.
TOKUSEIINFO_225	지니고 있는 메모리로 자신의 타입이 변한다.
TOKUSEIINFO_226	등장했을 때 일렉트릭필드를 사용한다.
TOKUSEIINFO_227	등장했을 때 사이코필드를 사용한다.
TOKUSEIINFO_228	등장했을 때 미스트필드를 사용한다.
TOKUSEIINFO_229	등장했을 때 그래스필드를 사용한다.
TOKUSEIINFO_230	상대 기술이나 특성으로 능력을 떨어뜨릴 수 없다.
TOKUSEIINFO_231	HP가 꽉 찼을 때 받는 데미지가 줄어든다.
TOKUSEIINFO_232	효과가 굉장한 공격의 위력을 약하게 만든다.
TOKUSEIINFO_233	효과가 굉장한 공격의 위력이 더욱 올라간다.
TOKUSEIINFO_234	등장했을 때 공격이 올라간다.
TOKUSEIINFO_235	등장했을 때 방어가 올라간다.
TOKUSEIINFO_236	자신이 사용한 기술과 같은 타입으로 변화한다.
TOKUSEIINFO_237	도구를 지니고 있지 않은 경우 첫 번째로 던져서 실패한 몬스터볼을 주워온다.
TOKUSEIINFO_238	공격을 받으면 솜털을 흩뿌려서 자신을 제외한 모든 포켓몬의 스피드를 떨어뜨린다.
TOKUSEIINFO_239	상대의 기술을 끌어모으는 특성이나 기술의 영향을 받지 않는다.
TOKUSEIINFO_240	자신이 받는 능력 다운 효과에 한해 되받아친다.
TOKUSEIINFO_241	파도타기나 다이빙을 쓰면 먹이를 물어온다. 데미지를 받으면 먹이를 토해내서 공격한다.
TOKUSEIINFO_242	상대의 기술을 끌어모으는 특성이나 기술의 영향을 받지 않는다.
TOKUSEIINFO_243	물타입이나 불꽃타입 기술을 받으면 스피드가 매우 크게 올라간다.
TOKUSEIINFO_244	소리 기술의 위력이 올라간다. 상대로부터 받는 소리 기술의 데미지는 절반이 된다.
TOKUSEIINFO_245	공격을 받으면 모래바람을 일으킨다.
TOKUSEIINFO_246	얼음인분의 보호를 받아 특수공격으로 받는 데미지가 절반이 된다.
TOKUSEIINFO_247	나무열매를 숙성시켜서 효과가 2배가 된다.
TOKUSEIINFO_248	물리공격을 머리의 얼음이 대신 맞아주지만 모습도 바뀐다. 얼음은 싸라기눈이 내리면 원래대로 돌아온다.
TOKUSEIINFO_249	옆에 있기만 해도 기술의 위력이 올라간다.
TOKUSEIINFO_250	필드의 상태에 따라 포켓몬의 타입이 바뀐다.
TOKUSEIINFO_251	등장했을 때 상대와 같은 편의 빛의장막, 리플렉터, 오로라베일의 효과가 사라진다.
TOKUSEIINFO_252	같은 편의 강철타입 공격의 위력이 올라간다.
TOKUSEIINFO_253	접촉하는 기술을 받으면 3턴 후에 양쪽 모두 기절한다. 교체되면 효과가 없어진다.
TOKUSEIINFO_254	접촉하는 기술로 공격해온 포켓몬과 특성을 바꾼다.
TOKUSEIINFO_255	공격이 올라가지만 처음에 선택한 기술 외에는 쓸 수 없게 된다.
TOKUSEIINFO_256	화학변화가스를 가진 포켓몬이 배틀에 나와 있으면 모든 포켓몬이 가진 특성의 효과가 사라지거나 발동하지 않게 된다.
TOKUSEIINFO_257	자신과 같은 편이 독의 상태 이상 효과를 받지 않게 된다.
TOKUSEIINFO_258	턴이 끝날 때마다 배부른 모양, 배고픈 모양, 배부른 모양...으로 번갈아서 모습을 바꾼다.

~~~~~~~~~~~~~~~
Text File : tokusei_kor.msbt
~~~~~~~~~~~~~~~
TOKUSEI_000	-
TOKUSEI_001	악취
TOKUSEI_002	잔비
TOKUSEI_003	가속
TOKUSEI_004	전투무장
TOKUSEI_005	옹골참
TOKUSEI_006	습기
TOKUSEI_007	유연
TOKUSEI_008	모래숨기
TOKUSEI_009	정전기
TOKUSEI_010	축전
TOKUSEI_011	저수
TOKUSEI_012	둔감
TOKUSEI_013	날씨부정
TOKUSEI_014	복안
TOKUSEI_015	불면
TOKUSEI_016	변색
TOKUSEI_017	면역
TOKUSEI_018	타오르는불꽃
TOKUSEI_019	인분
TOKUSEI_020	마이페이스
TOKUSEI_021	흡반
TOKUSEI_022	위협
TOKUSEI_023	그림자밟기
TOKUSEI_024	까칠한피부
TOKUSEI_025	불가사의부적
TOKUSEI_026	부유
TOKUSEI_027	포자
TOKUSEI_028	싱크로
TOKUSEI_029	클리어바디
TOKUSEI_030	자연회복
TOKUSEI_031	피뢰침
TOKUSEI_032	하늘의은총
TOKUSEI_033	쓱쓱
TOKUSEI_034	엽록소
TOKUSEI_035	발광
TOKUSEI_036	트레이스
TOKUSEI_037	천하장사
TOKUSEI_038	독가시
TOKUSEI_039	정신력
TOKUSEI_040	마그마의무장
TOKUSEI_041	수의베일
TOKUSEI_042	자력
TOKUSEI_043	방음
TOKUSEI_044	젖은접시
TOKUSEI_045	모래날림
TOKUSEI_046	프레셔
TOKUSEI_047	두꺼운지방
TOKUSEI_048	일찍기상
TOKUSEI_049	불꽃몸
TOKUSEI_050	도주
TOKUSEI_051	날카로운눈
TOKUSEI_052	괴력집게
TOKUSEI_053	픽업
TOKUSEI_054	게으름
TOKUSEI_055	의욕
TOKUSEI_056	헤롱헤롱바디
TOKUSEI_057	플러스
TOKUSEI_058	마이너스
TOKUSEI_059	기분파
TOKUSEI_060	점착
TOKUSEI_061	탈피
TOKUSEI_062	근성
TOKUSEI_063	이상한비늘
TOKUSEI_064	해감액
TOKUSEI_065	심록
TOKUSEI_066	맹화
TOKUSEI_067	급류
TOKUSEI_068	벌레의알림
TOKUSEI_069	돌머리
TOKUSEI_070	가뭄
TOKUSEI_071	개미지옥
TOKUSEI_072	의기양양
TOKUSEI_073	하얀연기
TOKUSEI_074	순수한힘
TOKUSEI_075	조가비갑옷
TOKUSEI_076	에어록
TOKUSEI_077	갈지자걸음
TOKUSEI_078	전기엔진
TOKUSEI_079	투쟁심
TOKUSEI_080	불굴의마음
TOKUSEI_081	눈숨기
TOKUSEI_082	먹보
TOKUSEI_083	분노의경혈
TOKUSEI_084	곡예
TOKUSEI_085	내열
TOKUSEI_086	단순
TOKUSEI_087	건조피부
TOKUSEI_088	다운로드
TOKUSEI_089	철주먹
TOKUSEI_090	포이즌힐
TOKUSEI_091	적응력
TOKUSEI_092	스킬링크
TOKUSEI_093	촉촉바디
TOKUSEI_094	선파워
TOKUSEI_095	속보
TOKUSEI_096	노말스킨
TOKUSEI_097	스나이퍼
TOKUSEI_098	매직가드
TOKUSEI_099	노가드
TOKUSEI_100	시간벌기
TOKUSEI_101	테크니션
TOKUSEI_102	리프가드
TOKUSEI_103	서투름
TOKUSEI_104	틀깨기
TOKUSEI_105	대운
TOKUSEI_106	유폭
TOKUSEI_107	위험예지
TOKUSEI_108	예지몽
TOKUSEI_109	천진
TOKUSEI_110	색안경
TOKUSEI_111	필터
TOKUSEI_112	슬로스타트
TOKUSEI_113	배짱
TOKUSEI_114	마중물
TOKUSEI_115	아이스바디
TOKUSEI_116	하드록
TOKUSEI_117	눈퍼뜨리기
TOKUSEI_118	꿀모으기
TOKUSEI_119	통찰
TOKUSEI_120	이판사판
TOKUSEI_121	멀티타입
TOKUSEI_122	플라워기프트
TOKUSEI_123	나이트메어
TOKUSEI_124	나쁜손버릇
TOKUSEI_125	우격다짐
TOKUSEI_126	심술꾸러기
TOKUSEI_127	긴장감
TOKUSEI_128	오기
TOKUSEI_129	무기력
TOKUSEI_130	저주받은바디
TOKUSEI_131	치유의마음
TOKUSEI_132	프렌드가드
TOKUSEI_133	깨어진갑옷
TOKUSEI_134	헤비메탈
TOKUSEI_135	라이트메탈
TOKUSEI_136	멀티스케일
TOKUSEI_137	독폭주
TOKUSEI_138	열폭주
TOKUSEI_139	수확
TOKUSEI_140	텔레파시
TOKUSEI_141	변덕쟁이
TOKUSEI_142	방진
TOKUSEI_143	독수
TOKUSEI_144	재생력
TOKUSEI_145	부풀린가슴
TOKUSEI_146	모래헤치기
TOKUSEI_147	미라클스킨
TOKUSEI_148	애널라이즈
TOKUSEI_149	일루전
TOKUSEI_150	괴짜
TOKUSEI_151	틈새포착
TOKUSEI_152	미라
TOKUSEI_153	자기과신
TOKUSEI_154	정의의마음
TOKUSEI_155	주눅
TOKUSEI_156	매직미러
TOKUSEI_157	초식
TOKUSEI_158	짓궂은마음
TOKUSEI_159	모래의힘
TOKUSEI_160	철가시
TOKUSEI_161	달마모드
TOKUSEI_162	승리의별
TOKUSEI_163	터보블레이즈
TOKUSEI_164	테라볼티지
TOKUSEI_165	아로마베일
TOKUSEI_166	플라워베일
TOKUSEI_167	볼주머니
TOKUSEI_168	변환자재
TOKUSEI_169	퍼코트
TOKUSEI_170	매지션
TOKUSEI_171	방탄
TOKUSEI_172	승기
TOKUSEI_173	옹골찬턱
TOKUSEI_174	프리즈스킨
TOKUSEI_175	스위트베일
TOKUSEI_176	배틀스위치
TOKUSEI_177	질풍날개
TOKUSEI_178	메가런처
TOKUSEI_179	풀모피
TOKUSEI_180	공생
TOKUSEI_181	단단한발톱
TOKUSEI_182	페어리스킨
TOKUSEI_183	미끈미끈
TOKUSEI_184	스카이스킨
TOKUSEI_185	부자유친
TOKUSEI_186	다크오라
TOKUSEI_187	페어리오라
TOKUSEI_188	오라브레이크
TOKUSEI_189	시작의바다
TOKUSEI_190	끝의대지
TOKUSEI_191	델타스트림
TOKUSEI_192	지구력
TOKUSEI_193	도망태세
TOKUSEI_194	위기회피
TOKUSEI_195	꾸덕꾸덕굳기
TOKUSEI_196	무도한행동
TOKUSEI_197	리밋실드
TOKUSEI_198	잠복
TOKUSEI_199	수포
TOKUSEI_200	강철술사
TOKUSEI_201	발끈
TOKUSEI_202	눈치우기
TOKUSEI_203	원격
TOKUSEI_204	촉촉보이스
TOKUSEI_205	힐링시프트
TOKUSEI_206	일렉트릭스킨
TOKUSEI_207	서핑테일
TOKUSEI_208	어군
TOKUSEI_209	탈
TOKUSEI_210	유대변화
TOKUSEI_211	스웜체인지
TOKUSEI_212	부식
TOKUSEI_213	절대안깸
TOKUSEI_214	여왕의위엄
TOKUSEI_215	내용물분출
TOKUSEI_216	무희
TOKUSEI_217	배터리
TOKUSEI_218	복슬복슬
TOKUSEI_219	비비드바디
TOKUSEI_220	소울하트
TOKUSEI_221	컬리헤어
TOKUSEI_222	리시버
TOKUSEI_223	과학의힘
TOKUSEI_224	비스트부스트
TOKUSEI_225	AR시스템
TOKUSEI_226	일렉트릭메이커
TOKUSEI_227	사이코메이커
TOKUSEI_228	미스트메이커
TOKUSEI_229	그래스메이커
TOKUSEI_230	메탈프로텍트
TOKUSEI_231	스펙터가드
TOKUSEI_232	프리즘아머
TOKUSEI_233	브레인포스
TOKUSEI_234	불요의검
TOKUSEI_235	불굴의방패
TOKUSEI_236	리베로
TOKUSEI_237	볼줍기
TOKUSEI_238	솜털
TOKUSEI_239	스크루지느러미
TOKUSEI_240	미러아머
TOKUSEI_241	그대로꿀꺽미사일
TOKUSEI_242	굳건한신념
TOKUSEI_243	증기기관
TOKUSEI_244	펑크록
TOKUSEI_245	모래뿜기
TOKUSEI_246	얼음인분
TOKUSEI_247	숙성
TOKUSEI_248	아이스페이스
TOKUSEI_249	파워스폿
TOKUSEI_250	의태
TOKUSEI_251	배리어프리
TOKUSEI_252	강철정신
TOKUSEI_253	멸망의바디
TOKUSEI_254	떠도는영혼
TOKUSEI_255	무아지경
TOKUSEI_256	화학변화가스
TOKUSEI_257	파스텔베일
TOKUSEI_258	꼬르륵스위치

~~~~~~~~~~~~~~~
Text File : trainermemo_kor.msbt
~~~~~~~~~~~~~~~
trmemo_01_01	노력하는 성격.
trmemo_01_02	외로움을 타는 성격.
trmemo_01_03	용감한 성격.
trmemo_01_04	고집스러운 성격.
trmemo_01_05	개구쟁이 같은 성격.
trmemo_01_06	대담한 성격.
trmemo_01_07	온순한 성격.
trmemo_01_08	무사태평한 성격.
trmemo_01_09	장난꾸러기 같은 성격.
trmemo_01_10	촐랑거리는 성격.
trmemo_01_11	겁쟁이 같은 성격.
trmemo_01_12	성급한 성격.
trmemo_01_13	성실한 성격.
trmemo_01_14	명랑한 성격.
trmemo_01_15	천진난만한 성격.
trmemo_01_16	조심스러운 성격.
trmemo_01_17	의젓한 성격.
trmemo_01_18	냉정한 성격.
trmemo_01_19	수줍음을 타는 성격.
trmemo_01_20	덜렁거리는 성격.
trmemo_01_21	차분한 성격.
trmemo_01_22	얌전한 성격.
trmemo_01_23	건방진 성격.
trmemo_01_24	신중한 성격.
trmemo_01_25	변덕스러운 성격.
trmemo_03_01_00	먹는 것을 제일 좋아함.
trmemo_03_01_01	낮잠을 잘 잠.
trmemo_03_01_02	말뚝잠이 많음.
trmemo_03_01_03	물건을 잘 어지름.
trmemo_03_01_04	유유자적함을 좋아함.
trmemo_03_02_00	힘자랑이 특기임.
trmemo_03_02_01	난동부리기를 좋아함.
trmemo_03_02_02	약간 화를 잘 내는 성미임.
trmemo_03_02_03	싸움을 좋아함.
trmemo_03_02_04	혈기가 왕성함.
trmemo_03_03_00	몸이 튼튼함.
trmemo_03_03_01	맷집이 강함.
trmemo_03_03_02	끈질김.
trmemo_03_03_03	인내심이 강함.
trmemo_03_03_04	잘 참음.
trmemo_03_04_00	달리기를 좋아함.
trmemo_03_04_01	주위 소리에 민감함.
trmemo_03_04_02	촐랑대는 성격임.
trmemo_03_04_03	약간 우쭐쟁이임.
trmemo_03_04_04	도망에는 선수임.
trmemo_03_05_00	호기심이 강함.
trmemo_03_05_01	장난을 좋아함.
trmemo_03_05_02	빈틈이 없음.
trmemo_03_05_03	걱정거리가 많음.
trmemo_03_05_04	매우 꼼꼼함.
trmemo_03_06_00	기가 센 성격임.
trmemo_03_06_01	조금 겉치레를 좋아함.
trmemo_03_06_02	오기가 센 성격임.
trmemo_03_06_03	지기 싫어함.
trmemo_03_06_04	조금 고집통이임.
trmemo_bank_01_01	[VAR_LOCATION]에서 만났다.
trmemo_bank_01_02	[VAR_LOCATION]에서 만난 것 같다.
trmemo_bank_02_01	[VAR_LOCATION]에서 운명적인 만남을 가졌다.
trmemo_bank_02_02	[VAR_LOCATION]에서 운명적인 만남을 가진 것 같다.
trmemo_bank_03_01	그리운 [VAR_LOCATION]에서 만났다.
trmemo_bank_03_02	그리운 [VAR_LOCATION]에서 만난 것 같다.
trmemo_bank_04_01	그리운 [VAR_LOCATION]에서 운명적인 만남을 가졌다.
trmemo_bank_04_02	그리운 [VAR_LOCATION]에서 운명적인 만남을 가진 것 같다.

~~~~~~~~~~~~~~~
Text File : typename_kor.msbt
~~~~~~~~~~~~~~~
TYPENAME_000	노말
TYPENAME_001	격투
TYPENAME_002	비행
TYPENAME_003	독
TYPENAME_004	땅
TYPENAME_005	바위
TYPENAME_006	벌레
TYPENAME_007	고스트
TYPENAME_008	강철
TYPENAME_010	불꽃
TYPENAME_011	물
TYPENAME_012	풀
TYPENAME_013	전기
TYPENAME_014	에스퍼
TYPENAME_015	얼음
TYPENAME_016	드래곤
TYPENAME_017	악
TYPENAME_018	페어리

~~~~~~~~~~~~~~~
Text File : wazainfo_kor.msbt
~~~~~~~~~~~~~~~
WAZAINFO_000	― ― ―
WAZAINFO_001	긴 꼬리나 손 등을 사용하여 상대를 때려서 공격한다.
WAZAINFO_002	날카로운 당수로 상대를 때려서 공격한다. 급소에 맞기 쉽다.
WAZAINFO_003	연속 뺨치기로 상대를 때려서 공격한다. 2-5회 동안 연속으로 쓴다.
WAZAINFO_004	노도 같은 펀치로 상대를 세게 때려서 공격한다. 2-5회 동안 연속으로 쓴다.
WAZAINFO_005	힘을 담은 펀치로 상대를 공격한다.
WAZAINFO_006	상대의 몸에 돈을 세게 던져서 공격한다. 배틀 후에 돈을 받을 수 있다.
WAZAINFO_007	불꽃을 담은 펀치로 상대를 공격한다. 화상 상태로 만들 때가 있다.
WAZAINFO_008	냉기를 담은 펀치로 상대를 공격한다. 얼음 상태로 만들 때가 있다.
WAZAINFO_009	전격을 담은 펀치로 상대를 공격한다. 마비 상태로 만들 때가 있다.
WAZAINFO_010	단단하고 뾰족한 날카로운 손톱으로 상대를 할퀴어서 공격한다.
WAZAINFO_011	상대를 양쪽에서 집어서 데미지를 준다.
WAZAINFO_012	큰 집게로 상대를 베어 갈라 공격한다. 맞으면 일격에 기절한다.
WAZAINFO_013	바람의 칼날을 만들어 2턴째에 상대를 공격한다. 급소에 맞기 쉽다.
WAZAINFO_014	싸움의 춤을 격렬하게 춰서 기세를 높인다. 자신의 공격을 크게 올린다.
WAZAINFO_015	낫이나 발톱 등으로 상대를 베어 공격한다.
WAZAINFO_016	날개로 일으킨 격한 바람을 상대에게 부딪쳐서 공격한다.
WAZAINFO_017	크게 펼친 훌륭한 날개를 상대에게 부딪쳐서 공격한다.
WAZAINFO_018	상대를 날려버려서 교대할 포켓몬을 끌어낸다. 야생의 경우에는 배틀이 끝난다.
WAZAINFO_019	1턴째에 하늘을 날아 2턴째에 상대를 공격한다.
WAZAINFO_020	긴 몸이나 덩굴 등을 써서 4-5턴 동안 상대를 조여 공격한다.
WAZAINFO_021	긴 꼬리나 덩굴 등을 사용해 상대를 힘껏 쳐서 공격한다.
WAZAINFO_022	채찍처럼 휘어지는 가늘고 긴 덩굴로 상대를 힘껏 쳐서 공격한다.
WAZAINFO_023	큰 발로 상대를 짓밟아서 공격한다. 상대를 풀죽게 만들 때가 있다.
WAZAINFO_024	2개의 다리로 상대를 걷어차서 공격한다. 2회 연속으로 데미지를 준다.
WAZAINFO_025	굉장한 힘을 담은 킥으로 상대를 걷어차서 공격한다.
WAZAINFO_026	높이 점프해서 킥으로 상대를 공격한다. 빗나가면 자신이 데미지를 입는다.
WAZAINFO_027	몸을 재빨리 회전시키며 걷어차서 공격한다. 상대를 풀죽게 만들 때가 있다.
WAZAINFO_028	상대의 얼굴에 모래를 뿌려서 명중률을 떨어뜨린다.
WAZAINFO_029	머리를 내밀어 곧장 돌진하여 공격한다. 상대를 풀죽게 만들 때가 있다.
WAZAINFO_030	날카롭고 뾰족한 뿔로 상대를 공격한다.
WAZAINFO_031	뿔이나 부리로 상대를 찔러서 공격한다. 2-5회 동안 연속으로 쓴다.
WAZAINFO_032	회전하는 뿔을 상대에게 꿰찔러서 공격한다. 맞으면 일격에 기절한다.
WAZAINFO_033	상대를 향해서 몸 전체를 부딪쳐가며 공격한다.
WAZAINFO_034	몸 전체로 상대를 덮쳐눌러 공격한다. 마비 상태로 만들 때가 있다.
WAZAINFO_035	긴 몸이나 덩굴 등을 사용해 4-5턴 동안 상대를 휘감아 공격한다.
WAZAINFO_036	굉장한 기세로 상대에게 부딪쳐 공격한다. 자신도 조금 데미지를 입는다.
WAZAINFO_037	2-3턴 동안 마구 난동 부려서 상대를 공격한다. 난동 부린 뒤에는 혼란에 빠진다.
WAZAINFO_038	목숨을 걸고 상대에게 돌진하여 공격을 한다. 자신도 상당한 데미지를 입는다.
WAZAINFO_039	꼬리를 좌우로 귀엽게 흔들어 방심을 유도한다. 상대의 방어를 떨어뜨린다.
WAZAINFO_040	독이 있는 침을 상대에게 꿰찔러서 공격한다. 독 상태로 만들 때가 있다.
WAZAINFO_041	2개의 침을 상대에게 꿰찔러 2회 연속으로 데미지를 준다. 독 상태로 만들 때가 있다.
WAZAINFO_042	날카로운 침을 상대에게 발사해서 공격한다. 2-5회 동안 연속으로 쓴다.
WAZAINFO_043	날카로운 눈초리로 겁을 주어 상대의 방어를 떨어뜨린다.
WAZAINFO_044	날카롭고 뾰족한 이빨로 물어서 공격한다. 상대를 풀죽게 만들 때가 있다.
WAZAINFO_045	귀여운 울음소리를 들려주고 관심을 끌어 방심한 사이에 상대의 공격을 떨어뜨린다.
WAZAINFO_046	상대를 도망가게 해서 교대할 포켓몬을 끌어낸다. 야생의 경우에는 배틀이 끝난다.
WAZAINFO_047	기분 좋은 예쁜 노랫소리를 들려주고 상대를 잠듦 상태로 만든다.
WAZAINFO_048	특수한 음파를 몸에서 발산하여 상대를 혼란시킨다.
WAZAINFO_049	충격파를 상대에 부딪쳐서 공격한다. 언제나 20의 데미지를 준다.
WAZAINFO_050	상대의 움직임을 막아 바로 전에 쓴 기술을 4턴 동안 사용할 수 없게 만든다.
WAZAINFO_051	강한 산을 상대에게 끼얹어 공격한다. 상대의 특수방어를 떨어뜨릴 때가 있다.
WAZAINFO_052	작은 불꽃을 상대에게 발사하여 공격한다. 화상 상태로 만들 때가 있다.
WAZAINFO_053	세찬 불꽃을 상대에게 발사하여 공격한다. 화상 상태로 만들 때가 있다.
WAZAINFO_054	하얀 안개로 몸을 덮는다. 5턴 동안 상대에 의해 능력이 떨어지지 않게 된다.
WAZAINFO_055	물을 기세 좋게 상대에게 발사하여 공격한다.
WAZAINFO_056	대량의 물을 세찬 기세로 상대에게 발사하여 공격한다.
WAZAINFO_057	큰 파도로 자신의 주위에 있는 포켓몬을 공격한다.
WAZAINFO_058	냉동빔을 상대에게 발사하여 공격한다. 얼음 상태로 만들 때가 있다.
WAZAINFO_059	세찬 눈보라를 상대에게 내뿜어 공격한다. 얼음 상태로 만들 때가 있다.
WAZAINFO_060	이상한 광선을 상대에게 발사하여 공격한다. 혼란시킬 때가 있다.
WAZAINFO_061	거품을 기세 좋게 상대에게 발사하여 공격한다. 스피드를 떨어뜨릴 때가 있다.
WAZAINFO_062	무지개색의 빔을 상대에게 발사하여 공격한다. 공격을 떨어뜨릴 때가 있다.
WAZAINFO_063	강한 광선을 상대에게 발사하여 공격한다. 다음 턴은 움직일 수 없다.
WAZAINFO_064	날카롭고 뾰족한 부리나 뿔로 상대를 쪼아서 공격한다.
WAZAINFO_065	회전하면서 뾰족한 부리를 상대에게 꿰찔러 공격한다.
WAZAINFO_066	땅에 자신과 함께 상대를 내던져 공격한다. 자신도 조금 데미지를 입는다.
WAZAINFO_067	발을 강하게 걸고 상대를 넘어뜨려 공격한다. 상대가 무거울수록 위력이 올라간다.
WAZAINFO_068	상대로부터 받은 물리공격의 데미지를 2배로 만들어 같은 상대에게 돌려준다.
WAZAINFO_069	인력을 사용해 내던진다. 자신의 레벨과 똑같은 데미지를 상대에게 준다.
WAZAINFO_070	혼신의 힘으로 상대를 세게 때려서 공격한다.
WAZAINFO_071	양분을 흡수하여 공격한다. 상대에게 입힌 데미지의 절반에 해당하는 HP를 회복할 수 있다.
WAZAINFO_072	양분을 흡수하여 공격한다. 상대에게 입힌 데미지의 절반에 해당하는 HP를 회복할 수 있다.
WAZAINFO_073	씨가 뿌려진 상대의 HP를 매 턴 조금씩 흡수하여 자신의 HP를 회복한다.
WAZAINFO_074	몸을 일시에 크게 성장시켜 공격과 특수공격을 올린다.
WAZAINFO_075	잎사귀를 날려 상대를 베어 공격한다. 급소에 맞기 쉽다.
WAZAINFO_076	1턴째에 빛을 가득 모아 2턴째에 빛의 다발을 발사하여 공격한다.
WAZAINFO_077	독이 있는 가루를 많이 흩뿌려서 상대를 독 상태로 만든다.
WAZAINFO_078	저리가루를 많이 흩뿌려서 상대를 마비 상태로 만든다.
WAZAINFO_079	잠이 오는 가루를 많이 흩뿌려서 상대를 잠듦 상태로 만든다.
WAZAINFO_080	2-3턴 동안 꽃을 흩뿌려서 상대를 공격한다. 흩뿌린 뒤에는 혼란에 빠진다.
WAZAINFO_081	입에서 뿜어낸 실을 휘감아서 상대의 스피드를 크게 떨어뜨린다.
WAZAINFO_082	분노의 충격파를 상대에게 부딪쳐서 공격한다. 언제나 40의 데미지를 준다.
WAZAINFO_083	세차게 소용돌이치는 불꽃 속에 4-5턴 동안 상대를 가두어 공격한다.
WAZAINFO_084	전기 자극을 상대에게 날려서 공격한다. 마비 상태로 만들 때가 있다.
WAZAINFO_085	강한 전격을 상대에게 날려서 공격한다. 마비 상태로 만들 때가 있다.
WAZAINFO_086	약한 전격을 날려서 상대를 마비 상태로 만든다.
WAZAINFO_087	강한 번개를 상대에게 떨어뜨려 공격한다. 마비 상태로 만들 때가 있다.
WAZAINFO_088	작은 바위를 들어올려 상대에게 내던져서 공격한다.
WAZAINFO_089	지진의 충격으로 자신의 주위에 있는 포켓몬을 공격한다.
WAZAINFO_090	땅이 갈라진 곳에 상대를 떨어뜨려 공격한다. 맞으면 일격에 기절한다.
WAZAINFO_091	1턴째에 파고들어 2턴째에 상대를 공격한다.
WAZAINFO_092	상대를 맹독의 상태로 만든다. 턴이 진행될수록 독의 데미지가 증가한다.
WAZAINFO_093	약한 염동력을 상대에게 보내어 공격한다. 상대를 혼란시킬 때가 있다.
WAZAINFO_094	강한 염동력을 상대에게 보내어 공격한다. 상대의 특수방어를 떨어뜨릴 때가 있다.
WAZAINFO_095	졸음을 유도하는 암시를 걸어서 상대를 잠듦 상태로 만든다.
WAZAINFO_096	잠들어 있는 힘을 몸속에서 끌어내어 자신의 공격을 올린다.
WAZAINFO_097	힘을 빼고 몸을 가볍게 해서 고속으로 움직인다. 자신의 스피드를 크게 올린다.
WAZAINFO_098	눈에 보이지 않는 굉장한 속도로 상대에게 돌진한다. 반드시 선제공격할 수 있다.
WAZAINFO_099	기술을 썼을 때 공격을 받으면 분노의 힘으로 공격이 올라간다.
WAZAINFO_100	교대할 포켓몬이 있을 때 사용하면 교체한다. 야생 포켓몬은 도망가 버린다.
WAZAINFO_101	무시무시한 환상을 보게 해서 자신의 레벨과 똑같은 만큼의 데미지를 상대에게 준다.
WAZAINFO_102	상대가 마지막에 사용한 기술을 배틀을 하는 동안 자신의 기술로 만들 수 있다.
WAZAINFO_103	그만 귀를 막아버리고 싶은 싫은 소리를 내어 상대의 방어를 크게 떨어뜨린다.
WAZAINFO_104	재빠른 움직임으로 분신을 만들어 상대를 혼란시켜 회피율을 올린다.
WAZAINFO_105	세포를 재생시켜 자신의 최대 HP의 절반만큼 HP를 회복한다.
WAZAINFO_106	전신에 힘을 담아 몸을 단단하게 해서 자신의 방어를 올린다.
WAZAINFO_107	몸을 축소하여 작게 보임으로써 자신의 회피율을 크게 올린다.
WAZAINFO_108	연기나 먹물을 내뿜어 상대의 명중률을 떨어뜨린다.
WAZAINFO_109	이상한 빛을 상대에게 비춰 당황하게 한다. 상대를 혼란시킨다.
WAZAINFO_110	껍질에 숨어 몸을 보호하여 자신의 방어를 올린다.
WAZAINFO_111	몸을 둥글게 웅크려서 자신의 방어를 올린다.
WAZAINFO_112	튼튼한 장막을 만들어 자신의 방어를 크게 올린다.
